FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,5,OBM,0100,CORPORATE FUND,1005,OBM,2005,OBM,3060,Compensation and Technical Processing,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2448.00,$2448.00
Local,5,OBM,0100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,3 00,9,1124,Assistant Budget Director,Annual,1,1,$82500.00,$82500.00
Local,5,OBM,0100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,3 00,0,1119,Supervising Budget Analyst,Annual,1,1,$89340.00,$89340.00
Local,5,OBM,0100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,GY 08,20,1107,Principal Budget Analyst,Annual,1,1,$83232.00,$83232.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,1 00,9,9906,Chief Information Officer,Annual,1,1,$154992.00,$154992.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,1 00,9,9776,Managing Deputy Chief Information Officer,Annual,1,1,$117048.00,$117048.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,1 00,9,9775,First Deputy Chief Information Officer,Annual,1,1,$128304.00,$128304.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,BX 15,10,0320,Assistant to the Commissioner,Annual,1,1,$87324.00,$87324.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,BX 16,20,1304,Supervisor of Personnel Services,Annual,1,1,$87324.00,$87324.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,BX 17,10,0345,Contracts Coordinator,Annual,1,1,$95820.00,$95820.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,B 13,1,0308,Staff Assistant,Annual,1,1,$64296.00,$64296.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,BX 15,10,0134,Financial Analyst,Annual,1,1,$91476.00,$91476.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,3 00,0,0118,Director of Finance,Annual,1,1,$92964.00,$92964.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,G 05,4,0102,Accountant II,Annual,1,1,$82044.00,$82044.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3312.00,$3312.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,3 00,10,0629,Principal Programmer/Analyst,Annual,1,1,$84996.00,$84996.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$731.00,$731.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$118464.00,$118464.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$96732.00,$96732.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,BX 15,10,1912,Project Coordinator,Annual,1,1,$87324.00,$87324.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,BX 15,10,1728,Senior Information Analyst,Annual,1,1,$56124.00,$56124.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$107484.00,$107484.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,2,1,$96312.00,$192624.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$94380.00,$94380.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$93936.00,$93936.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$93888.00,$93888.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$91128.00,$91128.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$90228.00,$90228.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$84996.00,$84996.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1296.00,$1296.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3110,Enterprise Architect Management,4119,Network Architecture,1 00,9,9777,IT Director - DoIT,Annual,1,1,$107340.00,$107340.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,1 00,9,9777,IT Director - DoIT,Annual,1,1,$114552.00,$114552.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,BX 17,10,0634,Data Services Administrator,Annual,1,1,$71772.00,$71772.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,3 00,10,0625,Chief Programmer/Analyst,Annual,1,1,$113664.00,$113664.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$139.00,$139.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,1 00,9,9777,IT Director - DoIT,Annual,1,1,$118080.00,$118080.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$94800.00,$94800.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$88428.00,$88428.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$79284.00,$79284.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$114180.00,$114180.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,B 14,1,0689,Senior Help Desk Technician,Annual,1,1,$74676.00,$74676.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$373.00,$373.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$105792.00,$105792.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,$90288.00,$90288.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,G 08,4,0643,Senior Data Base Analyst - Per Agreement,Annual,1,1,$106836.00,$106836.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,G 08,4,0637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,$106836.00,$106836.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,GY 08,20,0635,Senior Programmer/Analyst,Annual,1,1,$90288.00,$90288.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,B 17,1,0633,Principal Telecommunications Specialist,Annual,1,1,$103332.00,$103332.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,3 00,10,0629,Principal Programmer/Analyst,Annual,1,1,$99672.00,$99672.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$87324.00,$87324.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1585.00,$1585.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,1 00,9,9777,IT Director - DoIT,Annual,1,1,$106848.00,$106848.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$109008.00,$109008.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$94824.00,$94824.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$73224.00,$73224.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,10,0629,Principal Programmer/Analyst,Annual,1,1,$105084.00,$105084.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$85764.00,$85764.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 09,1,0832,Personal Computer Operator II,Annual,1,1,$56544.00,$56544.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 17,1,0633,Principal Telecommunications Specialist,Annual,1,1,$113376.00,$113376.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 15,1,0627,Senior Telecommunications Specialist,Annual,1,1,$94200.00,$94200.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 15,1,0627,Senior Telecommunications Specialist,Annual,1,1,$85764.00,$85764.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,3 00,0,0610,Manager of Telecommunications,Annual,1,1,$115704.00,$115704.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 17,1,0608,Telephone Systems Administrator,Annual,1,1,$130236.00,$130236.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$6188.00,$6188.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$2830.00,$2830.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4158,Server and Storage Architecture,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$105792.00,$105792.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4158,Server and Storage Architecture,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$96732.00,$96732.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4158,Server and Storage Architecture,3 00,0,0601,Director of Information Systems,Annual,1,1,$96732.00,$96732.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$118080.00,$118080.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,0677,IT-Security Specialist,Annual,1,1,$94848.00,$94848.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,0614,Informatn Security Mgr,Annual,1,1,$120408.00,$120408.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,0601,Director of Information Systems,Annual,1,1,$116604.00,$116604.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$119256.00,$119256.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,G 08,4,0673,Senior Data Base Analyst,Annual,1,1,$71292.00,$71292.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,0659,Principal Data Base Analyst,Annual,3,1,$105084.00,$315252.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,0659,Principal Data Base Analyst,Annual,1,1,$102084.00,$102084.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,20,0658,Chief Data Base Analyst,Annual,2,1,$113664.00,$227328.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$108732.00,$108732.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$105792.00,$105792.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$100656.00,$100656.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$99672.00,$99672.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,G 08,4,0643,Senior Data Base Analyst - Per Agreement,Annual,1,1,$106836.00,$106836.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,0625,Chief Programmer/Analyst,Annual,1,1,$113664.00,$113664.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$890.00,$890.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,3 00,0,0649,Project Manager - DoIT,Annual,1,1,$94824.00,$94824.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,GY 08,20,0635,Senior Programmer/Analyst,Annual,1,1,$90288.00,$90288.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,BX 17,10,0634,Data Services Administrator,Annual,1,1,$87324.00,$87324.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,3 00,10,0629,Principal Programmer/Analyst,Annual,1,1,$89400.00,$89400.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1176.00,$1176.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$121620.00,$121620.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,G 08,4,0637,Senior Programmer/Analyst - Per Agreement,Annual,3,1,$106836.00,$320508.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,0629,Principal Programmer/Analyst,Annual,1,1,$102684.00,$102684.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,0629,Principal Programmer/Analyst,Annual,1,1,$82524.00,$82524.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,0625,Chief Programmer/Analyst,Annual,1,1,$107916.00,$107916.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,0624,GIS Data Base Analyst,Annual,1,1,$93420.00,$93420.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1603.00,$1603.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$110088.00,$110088.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,BX 15,10,0653,Web Author,Annual,1,1,$91476.00,$91476.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,3 00,10,0648,Web Developer,Annual,1,1,$81852.00,$81852.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3230,Shared Services,0,,BX 15,10,1912,Project Coordinator,Annual,1,1,$56124.00,$56124.00
Local,6,DOIT,0100,CORPORATE FUND,1005,DOIT,2005,DOIT,3230,Shared Services,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1338.00,$1338.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,0,9699,Legislative Aide,Annual,2,1,$42456.00,$84912.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9645,Assistant to the Alderman,Annual,50,1,$0.00,$0.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9625,Staff Assistant to the Alderman,Annual,100,1,$0.00,$0.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9619,Sergeant at Arms,Annual,1,1,$99636.00,$99636.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$72888.00,$72888.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$64692.00,$64692.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$62220.00,$62220.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$61476.00,$61476.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9607,Secretary to President Pro-Tem,Annual,1,1,$64428.00,$64428.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9603,Assistant Council Committee Secretary,Annual,1,1,$68028.00,$68028.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9603,Assistant Council Committee Secretary,Annual,1,1,$67464.00,$67464.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,9,1,$117333.00,$1055997.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,20,1,$116208.00,$2324160.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$115536.00,$115536.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,3,1,$114996.00,$344988.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,2,1,$113892.00,$227784.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$113463.00,$113463.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$111918.00,$111918.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$109992.00,$109992.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$109866.00,$109866.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$109500.00,$109500.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$108942.00,$108942.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,2,1,$108084.00,$216168.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$107682.00,$107682.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,4,1,$107052.00,$428208.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$106560.00,$106560.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$104928.00,$104928.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,0,9709,Assistant Chief Administrative Officer,Annual,1,1,$113208.00,$113208.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,0,9699,Legislative Aide,Annual,1,1,$90696.00,$90696.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,0,9699,Legislative Aide,Annual,1,1,$34596.00,$34596.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,0,9699,Legislative Aide,Annual,1,1,$32688.00,$32688.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,9,9614,Deputy Chief Administrative Officer,Annual,1,1,$145188.00,$145188.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,0,9613,Chief Administrative Officer,Annual,1,1,$160248.00,$160248.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,1 00,9,9604,Secretary of Committee on Finance,Annual,1,1,$62340.00,$62340.00
Local,15,CITY COUNCIL,0100,CORPORATE FUND,1010,CITY COUNCIL COMMITTEES,2010,COMMITTEE ON FINANCE,3010,Administration,0,,3 00,0,9185,Security Specialist,Annual,2,1,$52008.00,$104016.00
